№;alpha;rho;t;Ответ;Муравьи;;;№;alpha;rho;t;Ответ;Муравьи;
2011;1.0;0.1;120.0;130;270;;;;;;;;;
2012;1.0;0.1;130.0;130;300;;;;;;;;;
2013;1.0;0.1;140.0;130;270;;;;;;;;;
2014;1.0;0.1;150.0;130;300;;;;;;;;;
2015;1.0;0.1;160.0;130;280;;;;;;;;;
2016;1.0;0.1;170.0;130;300;;;;;;;;;
2017;1.0;0.1;180.0;130;270;;;;;;;;;
2018;1.0;0.1;190.0;130;280;;;;;;;;;
2019;1.0;0.1;200.0;130;280;;;;;;;;;
2020;1.0;0.2;10.0;130;270;;;;;;;;;
2021;1.0;0.2;20.0;130;270;;;;;;;;;
2022;1.0;0.2;30.0;130;280;;;;;;;;;
2023;1.0;0.2;40.0;130;280;;;;;;;;;
2024;1.0;0.2;50.0;130;300;;;;;;;;;
2025;1.0;0.2;60.0;130;270;;;;;;;;;
2026;1.0;0.2;70.0;130;270;;;;;;;;;
2027;1.0;0.2;80.0;130;300;;;;;;;;;
2028;1.0;0.2;90.0;130;270;;;;;;;;;
2029;1.0;0.2;100.0;130;300;;;;;;;;;
2030;1.0;0.2;110.0;130;270;;;;;;;;;
2031;1.0;0.2;120.0;130;300;;;;;;;;;
2032;1.0;0.2;130.0;130;280;;;;;;;;;
2033;1.0;0.2;140.0;130;300;;;;;;;;;
2034;1.0;0.2;150.0;130;300;;;;;;;;;
2035;1.0;0.2;160.0;130;270;;;;;;;;;
2036;1.0;0.2;170.0;130;280;;;;;;;;;
2037;1.0;0.2;180.0;130;280;;;;;;;;;
2038;1.0;0.2;190.0;130;280;;;;;;;;;
2039;1.0;0.2;200.0;130;280;;;;;;;;;
2040;1.0;0.3;10.0;130;280;;;;;;;;;
2041;1.0;0.3;20.0;130;300;;;;;;;;;
2042;1.0;0.3;30.0;130;270;;;;;;;;;
2043;1.0;0.3;40.0;130;270;;;;;;;;;
2044;1.0;0.3;50.0;130;270;;;;;;;;;
2045;1.0;0.3;60.0;130;270;;;;;;;;;
2046;1.0;0.3;70.0;130;270;;;;;;;;;
2047;1.0;0.3;80.0;130;300;;;;;;;;;
2048;1.0;0.3;90.0;130;300;;;;;;;;;
2049;1.0;0.3;100.0;130;300;;;;;;;;;
2050;1.0;0.3;110.0;130;270;;;;;;;;;
2051;1.0;0.3;120.0;130;300;;;;;;;;;
2052;1.0;0.3;130.0;130;280;;;;;;;;;
2053;1.0;0.3;140.0;130;280;;;;;;;;;
2054;1.0;0.3;150.0;130;280;;;;;;;;;
2055;1.0;0.3;160.0;130;300;;;;;;;;;
2056;1.0;0.3;170.0;130;300;;;;;;;;;
2057;1.0;0.3;180.0;130;270;;;;;;;;;
2058;1.0;0.3;190.0;130;280;;;;;;;;;
2059;1.0;0.3;200.0;130;270;;;;;;;;;
2060;1.0;0.4;10.0;130;300;;;;;;;;;
2061;1.0;0.4;20.0;130;300;;;;;;;;;
2062;1.0;0.4;30.0;130;300;;;;;;;;;
2063;1.0;0.4;40.0;130;270;;;;;;;;;
2064;1.0;0.4;50.0;130;300;;;;;;;;;
2065;1.0;0.4;60.0;130;270;;;;;;;;;
2066;1.0;0.4;70.0;130;270;;;;;;;;;
2067;1.0;0.4;80.0;130;280;;;;;;;;;
2068;1.0;0.4;90.0;130;280;;;;;;;;;
2069;1.0;0.4;100.0;130;280;;;;;;;;;
2070;1.0;0.4;110.0;130;270;;;;;;;;;
2071;1.0;0.4;120.0;130;280;;;;;;;;;
2072;1.0;0.4;130.0;130;300;;;;;;;;;
2073;1.0;0.4;140.0;130;280;;;;;;;;;
2074;1.0;0.4;150.0;130;300;;;;;;;;;
2075;1.0;0.4;160.0;130;300;;;;;;;;;
2076;1.0;0.4;170.0;130;280;;;;;;;;;
2077;1.0;0.4;180.0;130;270;;;;;;;;;
2078;1.0;0.4;190.0;130;280;;;;;;;;;
2079;1.0;0.4;200.0;130;270;;;;;;;;;
2080;1.0;0.5;10.0;130;300;;;;;;;;;
2081;1.0;0.5;20.0;130;270;;;;;;;;;
2082;1.0;0.5;30.0;130;300;;;;;;;;;
2083;1.0;0.5;40.0;130;270;;;;;;;;;
2084;1.0;0.5;50.0;130;270;;;;;;;;;
2085;1.0;0.5;60.0;130;280;;;;;;;;;
2086;1.0;0.5;70.0;130;280;;;;;;;;;
2087;1.0;0.5;80.0;130;270;;;;;;;;;
2088;1.0;0.5;90.0;130;270;;;;;;;;;
2089;1.0;0.5;100.0;130;300;;;;;;;;;
2090;1.0;0.5;110.0;130;300;;;;;;;;;
2091;1.0;0.5;120.0;130;270;;;;;;;;;
2092;1.0;0.5;130.0;130;270;;;;;;;;;
2093;1.0;0.5;140.0;130;300;;;;;;;;;
2094;1.0;0.5;150.0;130;300;;;;;;;;;
2095;1.0;0.5;160.0;130;300;;;;;;;;;
2096;1.0;0.5;170.0;130;270;;;;;;;;;
2097;1.0;0.5;180.0;130;300;;;;;;;;;
2098;1.0;0.5;190.0;130;270;;;;;;;;;
2099;1.0;0.5;200.0;130;280;;;;;;;;;
2100;1.0;0.6;10.0;130;270;;;;;;;;;
2101;1.0;0.6;20.0;130;270;;;;;;;;;
2102;1.0;0.6;30.0;130;300;;;;;;;;;
2103;1.0;0.6;40.0;130;280;;;;;;;;;
2104;1.0;0.6;50.0;130;300;;;;;;;;;
2105;1.0;0.6;60.0;130;270;;;;;;;;;
2106;1.0;0.6;70.0;130;270;;;;;;;;;
2107;1.0;0.6;80.0;130;280;;;;;;;;;
2108;1.0;0.6;90.0;130;280;;;;;;;;;
2109;1.0;0.6;100.0;130;300;;;;;;;;;
2110;1.0;0.6;110.0;130;280;;;;;;;;;
2111;1.0;0.6;120.0;130;270;;;;;;;;;
2112;1.0;0.6;130.0;130;270;;;;;;;;;
2113;1.0;0.6;140.0;130;300;;;;;;;;;
2114;1.0;0.6;150.0;130;280;;;;;;;;;
2115;1.0;0.6;160.0;130;270;;;;;;;;;
2116;1.0;0.6;170.0;130;300;;;;;;;;;
2117;1.0;0.6;180.0;130;300;;;;;;;;;
2118;1.0;0.6;190.0;130;300;;;;;;;;;
2119;1.0;0.6;200.0;130;300;;;;;;;;;
2120;1.0;0.7;10.0;130;300;;;;;;;;;
2121;1.0;0.7;20.0;130;280;;;;;;;;;
2122;1.0;0.7;30.0;130;300;;;;;;;;;
2123;1.0;0.7;40.0;130;270;;;;;;;;;
2124;1.0;0.7;50.0;130;270;;;;;;;;;
2125;1.0;0.7;60.0;130;300;;;;;;;;;
2126;1.0;0.7;70.0;130;280;;;;;;;;;
2127;1.0;0.7;80.0;130;280;;;;;;;;;
2128;1.0;0.7;90.0;130;270;;;;;;;;;
2129;1.0;0.7;100.0;130;280;;;;;;;;;
2130;1.0;0.7;110.0;130;300;;;;;;;;;
2131;1.0;0.7;120.0;130;300;;;;;;;;;
2132;1.0;0.7;130.0;130;300;;;;;;;;;
2133;1.0;0.7;140.0;130;300;;;;;;;;;
2134;1.0;0.7;150.0;130;270;;;;;;;;;
2135;1.0;0.7;160.0;130;270;;;;;;;;;
2136;1.0;0.7;170.0;130;270;;;;;;;;;
2137;1.0;0.7;180.0;130;270;;;;;;;;;
2138;1.0;0.7;190.0;130;270;;;;;;;;;
2139;1.0;0.7;200.0;130;270;;;;;;;;;
2140;1.0;0.8;10.0;130;300;;;;;;;;;
2141;1.0;0.8;20.0;130;300;;;;;;;;;
2142;1.0;0.8;30.0;130;270;;;;;;;;;
2143;1.0;0.8;40.0;130;280;;;;;;;;;
2144;1.0;0.8;50.0;130;300;;;;;;;;;
2145;1.0;0.8;60.0;130;300;;;;;;;;;
2146;1.0;0.8;70.0;130;280;;;;;;;;;
2147;1.0;0.8;80.0;130;270;;;;;;;;;
2148;1.0;0.8;90.0;130;280;;;;;;;;;
2149;1.0;0.8;100.0;130;280;;;;;;;;;
2150;1.0;0.8;110.0;130;300;;;;;;;;;
2151;1.0;0.8;120.0;130;270;;;;;;;;;
2152;1.0;0.8;130.0;130;300;;;;;;;;;
2153;1.0;0.8;140.0;130;300;;;;;;;;;
2154;1.0;0.8;150.0;130;300;;;;;;;;;
2155;1.0;0.8;160.0;130;280;;;;;;;;;
2156;1.0;0.8;170.0;130;270;;;;;;;;;
2157;1.0;0.8;180.0;130;270;;;;;;;;;
2158;1.0;0.8;190.0;130;270;;;;;;;;;
2159;1.0;0.8;200.0;130;300;;;;;;;;;
2160;1.0;0.9;10.0;130;300;;;;;;;;;
2161;1.0;0.9;20.0;130;280;;;;;;;;;
2162;1.0;0.9;30.0;130;270;;;;;;;;;
2163;1.0;0.9;40.0;130;300;;;;;;;;;
2164;1.0;0.9;50.0;130;300;;;;;;;;;
2165;1.0;0.9;60.0;130;300;;;;;;;;;
2166;1.0;0.9;70.0;130;280;;;;;;;;;
2167;1.0;0.9;80.0;130;270;;;;;;;;;
2168;1.0;0.9;90.0;130;280;;;;;;;;;
2169;1.0;0.9;100.0;130;270;;;;;;;;;
2170;1.0;0.9;110.0;130;300;;;;;;;;;
2171;1.0;0.9;120.0;130;270;;;;;;;;;
2172;1.0;0.9;130.0;130;280;;;;;;;;;
2173;1.0;0.9;140.0;130;270;;;;;;;;;
2174;1.0;0.9;150.0;130;270;;;;;;;;;
2175;1.0;0.9;160.0;130;300;;;;;;;;;
2176;1.0;0.9;170.0;130;270;;;;;;;;;
2177;1.0;0.9;180.0;130;300;;;;;;;;;
2178;1.0;0.9;190.0;130;270;;;;;;;;;
2179;1.0;0.9;200.0;130;280;;;;;;;;;
2180;1.0;1.0;10.0;130;300;;;;;;;;;
2181;1.0;1.0;20.0;130;300;;;;;;;;;
2182;1.0;1.0;30.0;130;270;;;;;;;;;
2183;1.0;1.0;40.0;130;270;;;;;;;;;
2184;1.0;1.0;50.0;130;270;;;;;;;;;
2185;1.0;1.0;60.0;130;270;;;;;;;;;
2186;1.0;1.0;70.0;130;270;;;;;;;;;
2187;1.0;1.0;80.0;130;300;;;;;;;;;
2188;1.0;1.0;90.0;130;270;;;;;;;;;
2189;1.0;1.0;100.0;130;300;;;;;;;;;
2190;1.0;1.0;110.0;130;300;;;;;;;;;
2191;1.0;1.0;120.0;130;300;;;;;;;;;
2192;1.0;1.0;130.0;130;270;;;;;;;;;
2193;1.0;1.0;140.0;130;300;;;;;;;;;
2194;1.0;1.0;150.0;130;300;;;;;;;;;
2195;1.0;1.0;160.0;130;270;;;;;;;;;
2196;1.0;1.0;170.0;130;300;;;;;;;;;
2197;1.0;1.0;180.0;130;270;;;;;;;;;
2198;1.0;1.0;190.0;130;280;;;;;;;;;
2199;1.0;1.0;200.0;130;280;;;;;;;;;
